QUERY_KEY|QUERY_TEXT|DOC_KEY|ENGINE|RANK|SCORE
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20869|SOLR_PESQUISA_ORIGINAL_select|20|53.732468
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20969|SOLR_PESQUISA_ORIGINAL_select|21|53.732468
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20970|SOLR_PESQUISA_ORIGINAL_select|22|53.732468
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34126|SOLR_PESQUISA_ORIGINAL_select|23|53.732468
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34233|SOLR_PESQUISA_ORIGINAL_select|24|53.732468
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21286|SOLR_PESQUISA_ORIGINAL_select|25|53.456234
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33073|SOLR_PESQUISA_ORIGINAL_select|26|53.456234
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32978|SOLR_PESQUISA_ORIGINAL_select|27|53.456234
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33936|SOLR_PESQUISA_ORIGINAL_select|28|53.456234
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20871|SOLR_PESQUISA_ORIGINAL_select|29|53.017937
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20971|SOLR_PESQUISA_ORIGINAL_select|30|53.017937
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21072|SOLR_PESQUISA_ORIGINAL_select|31|53.017937
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31601|SOLR_PESQUISA_ORIGINAL_select|32|53.017937
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20584|SOLR_PESQUISA_ORIGINAL_select|33|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21207|SOLR_PESQUISA_ORIGINAL_select|34|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31669|SOLR_PESQUISA_ORIGINAL_select|35|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31526|SOLR_PESQUISA_ORIGINAL_select|36|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31593|SOLR_PESQUISA_ORIGINAL_select|37|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32994|SOLR_PESQUISA_ORIGINAL_select|38|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32977|SOLR_PESQUISA_ORIGINAL_select|39|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33918|SOLR_PESQUISA_ORIGINAL_select|40|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33937|SOLR_PESQUISA_ORIGINAL_select|41|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34125|SOLR_PESQUISA_ORIGINAL_select|42|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34134|SOLR_PESQUISA_ORIGINAL_select|43|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34211|SOLR_PESQUISA_ORIGINAL_select|44|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34230|SOLR_PESQUISA_ORIGINAL_select|45|53.00198
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-85539|SOLR_PESQUISA_ORIGINAL_select|46|52.56767
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31594|SOLR_PESQUISA_ORIGINAL_select|47|52.56767
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31691|SOLR_PESQUISA_ORIGINAL_select|48|52.15201
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33114|SOLR_PESQUISA_ORIGINAL_select|49|52.15201
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34154|SOLR_PESQUISA_ORIGINAL_select|50|52.15201
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34240|SOLR_PESQUISA_ORIGINAL_selectSwan|1|14977.386
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20956|SOLR_PESQUISA_ORIGINAL_selectSwan|2|6388.381
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwan|3|2724.5884
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwan|4|2212.121
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39213|SOLR_PESQUISA_ORIGINAL_selectSwan|5|1697.895
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21229|SOLR_PESQUISA_ORIGINAL_selectSwan|6|236.97514
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21285|SOLR_PESQUISA_ORIGINAL_selectSwan|7|192.21964
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-17125|SOLR_PESQUISA_ORIGINAL_selectSwan|8|141.68806
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21159|SOLR_PESQUISA_ORIGINAL_selectSwan|9|127.21076
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18324|SOLR_PESQUISA_ORIGINAL_selectSwan|10|125.79838
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20870|SOLR_PESQUISA_ORIGINAL_selectSwan|11|121.61994
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20969|SOLR_PESQUISA_ORIGINAL_selectSwan|12|121.15585
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20970|SOLR_PESQUISA_ORIGINAL_selectSwan|13|120.900276
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20971|SOLR_PESQUISA_ORIGINAL_selectSwan|14|119.22012
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20869|SOLR_PESQUISA_ORIGINAL_selectSwan|15|118.83169
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34126|SOLR_PESQUISA_ORIGINAL_selectSwan|16|118.03996
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31601|SOLR_PESQUISA_ORIGINAL_selectSwan|17|118.0082
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20871|SOLR_PESQUISA_ORIGINAL_selectSwan|18|116.23093
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21072|SOLR_PESQUISA_ORIGINAL_selectSwan|19|115.20631
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34233|SOLR_PESQUISA_ORIGINAL_selectSwan|20|114.1175
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20506|SOLR_PESQUISA_ORIGINAL_selectSwan|21|112.152245
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-53841|SOLR_PESQUISA_ORIGINAL_selectSwan|22|110.53338
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20585|SOLR_PESQUISA_ORIGINAL_selectSwan|23|110.16827
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-96796|SOLR_PESQUISA_ORIGINAL_selectSwan|24|97.959564
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-14560|SOLR_PESQUISA_ORIGINAL_selectSwan|25|97.05189
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32994|SOLR_PESQUISA_ORIGINAL_selectSwan|26|96.56846
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21207|SOLR_PESQUISA_ORIGINAL_selectSwan|27|95.46674
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20584|SOLR_PESQUISA_ORIGINAL_selectSwan|28|94.999855
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8854|SOLR_PESQUISA_ORIGINAL_selectSwan|29|90.49988
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-35677|SOLR_PESQUISA_ORIGINAL_selectSwan|30|89.13247
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31586|SOLR_PESQUISA_ORIGINAL_selectSwan|31|88.60817
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21286|SOLR_PESQUISA_ORIGINAL_selectSwan|32|88.46344
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-133563|SOLR_PESQUISA_ORIGINAL_selectSwan|33|87.89844
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31698|SOLR_PESQUISA_ORIGINAL_selectSwan|34|87.6887
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33073|SOLR_PESQUISA_ORIGINAL_selectSwan|35|87.372444
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34134|SOLR_PESQUISA_ORIGINAL_selectSwan|36|87.08271
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33936|SOLR_PESQUISA_ORIGINAL_selectSwan|37|87.01054
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31547|SOLR_PESQUISA_ORIGINAL_selectSwan|38|86.86545
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31526|SOLR_PESQUISA_ORIGINAL_selectSwan|39|86.84513
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34125|SOLR_PESQUISA_ORIGINAL_selectSwan|40|86.79921
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34211|SOLR_PESQUISA_ORIGINAL_selectSwan|41|86.577156
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-3225|SOLR_PESQUISA_ORIGINAL_selectSwan|42|86.45327
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34230|SOLR_PESQUISA_ORIGINAL_selectSwan|43|86.44965
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33937|SOLR_PESQUISA_ORIGINAL_selectSwan|44|86.4435
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32977|SOLR_PESQUISA_ORIGINAL_selectSwan|45|86.090675
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31669|SOLR_PESQUISA_ORIGINAL_selectSwan|46|85.8692
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-29394|SOLR_PESQUISA_ORIGINAL_selectSwan|47|85.45319
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31594|SOLR_PESQUISA_ORIGINAL_selectSwan|48|85.24104
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34133|SOLR_PESQUISA_ORIGINAL_selectSwan|49|83.8014
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34154|SOLR_PESQUISA_ORIGINAL_selectSwan|50|83.48836
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34240|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|14977.386
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20956|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|6388.381
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|2724.5884
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|2212.121
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39213|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|1697.895
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21229|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|236.97514
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21285|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|192.21964
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-17125|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|141.68806
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21159|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|127.21076
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18324|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|125.79838
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20870|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|121.61994
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20969|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|121.15585
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20970|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|120.900276
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20971|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|119.22012
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20869|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|118.83169
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34126|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|118.03996
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31601|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|118.0082
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20871|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|18|116.23093
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21072|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|19|115.20631
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34233|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|20|114.1175
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20506|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|21|112.152245
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-53841|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|22|110.53338
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20585|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|23|110.16827
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-96796|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|24|97.959564
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-14560|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|25|97.05189
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32994|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|26|96.56846
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21207|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|27|95.46674
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20584|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|28|94.999855
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8854|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|29|90.49988
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-35677|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|30|89.13247
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31586|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|31|88.60817
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21286|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|32|88.46344
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-133563|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|33|87.89844
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31698|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|34|87.6887
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33073|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|35|87.372444
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34134|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|36|87.08271
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33936|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|37|87.01054
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31547|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|38|86.86545
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31526|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|39|86.84513
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34125|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|40|86.79921
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34211|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|41|86.577156
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-3225|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|42|86.45327
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34230|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|43|86.44965
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-33937|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|44|86.4435
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32977|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|45|86.090675
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31669|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|46|85.8692
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-29394|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|47|85.45319
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-31594|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|48|85.24104
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34133|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|49|83.8014
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34154|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|50|83.48836
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_select|1|22247.566
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_select|2|13754.425
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_select|3|3613.543
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_select|4|2409.0286
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_select|5|256.70224
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_select|6|256.70224
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_select|7|135.25464
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_select|8|135.25464
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_select|9|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_select|10|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_select|11|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_select|12|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_select|13|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_select|14|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_select|15|85.96516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_select|16|2.149129
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_select|17|2.149129
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwan|1|20457.68
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwan|2|11913.677
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwan|3|2897.6624
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwan|4|1931.7747
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwan|5|257.11368
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwan|6|247.5858
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwan|7|126.12532
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwan|8|108.29037
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwan|9|105.774765
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwan|10|104.87618
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwan|11|104.13509
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwan|12|103.71332
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwan|13|102.101326
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwan|14|100.5504
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwan|15|98.73453
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_selectSwan|16|2.6025257
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_selectSwan|17|2.5927706
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|20457.68
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|11913.677
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|2897.6624
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|1931.7747
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|257.11368
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|247.5858
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|126.12532
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|108.29037
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|105.774765
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|104.87618
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|104.13509
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|103.71332
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|102.101326
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|100.5504
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|98.73453
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|2.6025257
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|2.5927706
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-108415|SOLR_PESQUISA_ORIGINAL_select|1|6278.393
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59295|SOLR_PESQUISA_ORIGINAL_select|2|4628.057
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-11612|SOLR_PESQUISA_ORIGINAL_select|3|4559.8354
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-11611|SOLR_PESQUISA_ORIGINAL_select|4|4559.8354
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-10089|SOLR_PESQUISA_ORIGINAL_select|5|4559.8354
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-17089|SOLR_PESQUISA_ORIGINAL_select|6|4559.8354
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59296|SOLR_PESQUISA_ORIGINAL_select|7|4466.5483
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59318|SOLR_PESQUISA_ORIGINAL_select|8|3144.444
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-59317|SOLR_PESQUISA_ORIGINAL_select|9|3037.192
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-104455|SOLR_PESQUISA_ORIGINAL_select|10|2279.9177
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-81554|SOLR_PESQUISA_ORIGINAL_select|11|2279.9177
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-81314|SOLR_PESQUISA_ORIGINAL_select|12|2279.9177
3|aditivo a contrato|JURISPRUDENCIA-SELECIONADA-34116|SOLR_PESQUISA_ORIGINAL_select|13|2178.99
