QUERY_KEY|QUERY_TEXT|DOC_KEY|ENGINE|RANK|SCORE
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39661|SOLR_PESQUISA_ORIGINAL_selectSwan|32|3946.7263
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51880|SOLR_PESQUISA_ORIGINAL_selectSwan|33|3729.997
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-54796|SOLR_PESQUISA_ORIGINAL_selectSwan|34|3521.5723
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15724|SOLR_PESQUISA_ORIGINAL_selectSwan|35|3306.2312
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58515|SOLR_PESQUISA_ORIGINAL_selectSwan|36|3185.936
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51857|SOLR_PESQUISA_ORIGINAL_selectSwan|37|3160.4604
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58558|SOLR_PESQUISA_ORIGINAL_selectSwan|38|3017.3276
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20949|SOLR_PESQUISA_ORIGINAL_selectSwan|39|3013.072
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15372|SOLR_PESQUISA_ORIGINAL_selectSwan|40|2910.2117
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-138100|SOLR_PESQUISA_ORIGINAL_selectSwan|41|2774.636
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwan|42|2715.5774
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-81554|SOLR_PESQUISA_ORIGINAL_selectSwan|43|2633.6404
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42821|SOLR_PESQUISA_ORIGINAL_selectSwan|44|2395.7522
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42820|SOLR_PESQUISA_ORIGINAL_selectSwan|45|2323.153
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwan|46|2204.805
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42822|SOLR_PESQUISA_ORIGINAL_selectSwan|47|2132.4653
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8469|SOLR_PESQUISA_ORIGINAL_selectSwan|48|2121.9243
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-81314|SOLR_PESQUISA_ORIGINAL_selectSwan|49|2077.476
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8489|SOLR_PESQUISA_ORIGINAL_selectSwan|50|2023.1993
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20977|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|44693.87
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-22780|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|29220.148
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18913|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|24655.045
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18819|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|22100.227
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-22107|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|19926.285
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18265|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|19689.197
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-48334|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|18135.541
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-32904|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|17123.74
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20972|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|16754.832
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18178|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|16090.983
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34240|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|14927.853
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21059|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|10000.801
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-54797|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|7883.427
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-34135|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|6741.4756
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39206|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|6430.3633
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20956|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|6367.253
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15078|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|6093.9604
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15076|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|18|5879.518
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58300|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|19|5876.784
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-21497|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|20|5864.5615
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15092|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|21|5842.5874
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20839|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|22|5790.02
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-40466|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|23|5532.2554
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-79794|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|24|5383.344
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58195|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|25|5019.731
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-18835|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|26|5006.14
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39572|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|27|4971.4907
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39669|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|28|4951.4937
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-137717|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|29|4669.8804
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-98916|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|30|4656.139
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-74550|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|31|4421.8486
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-39661|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|32|3946.7263
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51880|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|33|3729.997
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-54796|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|34|3521.5723
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15724|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|35|3306.2312
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58515|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|36|3185.936
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51857|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|37|3160.4604
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-58558|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|38|3017.3276
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-20949|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|39|3013.072
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-15372|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|40|2910.2117
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-138100|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|41|2774.636
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-68513|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|42|2715.5774
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-81554|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|43|2633.6404
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42821|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|44|2395.7522
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42820|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|45|2323.153
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-51881|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|46|2204.805
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-42822|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|47|2132.4653
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8469|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|48|2121.9243
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-81314|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|49|2077.476
1|técnica e preço|JURISPRUDENCIA-SELECIONADA-8489|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|50|2023.1993
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_select|1|11587.573
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_select|2|7829.1636
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_select|3|2194.0356
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_select|4|1462.6903
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_select|5|137.82632
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_select|6|137.82632
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_select|7|72.42234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_select|8|72.42234
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_select|9|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_select|10|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_select|11|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_select|12|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_select|13|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_select|14|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_select|15|48.932274
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_select|16|1.2233069
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_select|17|1.2233069
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwan|1|20390.021
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwan|2|11874.275
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwan|3|2888.079
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwan|4|1925.3859
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-37396|SOLR_PESQUISA_ORIGINAL_selectSwan|5|1272.3516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-42693|SOLR_PESQUISA_ORIGINAL_selectSwan|6|1248.6882
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76610|SOLR_PESQUISA_ORIGINAL_selectSwan|7|327.39432
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwan|8|256.2633
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwan|9|246.76697
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwan|10|125.70819
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwan|11|107.93222
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwan|12|105.42494
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwan|13|104.529335
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwan|14|103.790695
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwan|15|103.370316
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwan|16|101.76363
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwan|17|100.21785
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwan|18|98.40799
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-33789|SOLR_PESQUISA_ORIGINAL_selectSwan|19|9.425852
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-21865|SOLR_PESQUISA_ORIGINAL_selectSwan|20|8.51711
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-87943|SOLR_PESQUISA_ORIGINAL_selectSwan|21|8.184858
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31721|SOLR_PESQUISA_ORIGINAL_selectSwan|22|7.2639217
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19555|SOLR_PESQUISA_ORIGINAL_selectSwan|23|7.2639217
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-29650|SOLR_PESQUISA_ORIGINAL_selectSwan|24|6.905322
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18432|SOLR_PESQUISA_ORIGINAL_selectSwan|25|2.5939188
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18452|SOLR_PESQUISA_ORIGINAL_selectSwan|26|2.5841959
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-53678|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|1|20390.021
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-39200|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|2|11874.275
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-112346|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|3|2888.079
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-47053|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|4|1925.3859
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-37396|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|5|1272.3516
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-42693|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|6|1248.6882
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76610|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|7|327.39432
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-56445|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|8|256.2633
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18430|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|9|246.76697
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-103476|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|10|125.70819
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-32869|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|11|107.93222
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-77959|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|12|105.42494
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19084|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|13|104.529335
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-17289|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|14|103.790695
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-18105|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|15|103.370316
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-19340|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|16|101.76363
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-31437|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|17|100.21785
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-76612|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|18|98.40799
2|restos a pagar|JURISPRUDENCIA-SELECIONADA-33789|SOLR_PESQUISA_ORIGINAL_selectSwanSynonym|19|9.425852
